Track Name,Artist,Streams
Location,Khalid,4525720
Strip That Down,Liam Payne,4519094
Feel It Still,Portugal. The Man,4466706
Love Galore (feat. Travis Scott),SZA,4282628
Everybody Dies In Their Nightmares,XXXTENTACION,4273712
New Rules,Dua Lipa,4232689
I Get The Bag (feat. Migos),Gucci Mane,4159584
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,4022124
Rake It Up,Yo Gotti,4010644
Attention,Charlie Puth,3968290
Magnolia,Playboi Carti,3952249
goosebumps,Travis Scott,3912288
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,3909301
Roll In Peace (feat. XXXTENTACION),Kodak Black,3899336
Believer,Imagine Dragons,3534089
There's Nothing Holdin' Me Back,Shawn Mendes,3529944
DNA.,Kendrick Lamar,3522308
Glorious (feat. Skylar Grey),Macklemore,3504618
Redbone,Childish Gambino,3474049
Thunder,Imagine Dragons,3467676
Praying,Kesha,3410804
It's A Vibe,2 Chainz,3408594
I Like Me Better,Lauv,3364881
Slow Hands,Niall Horan,3328942
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3321959
Slippery (feat. Gucci Mane),Migos,3265090
Sauce It Up,Lil Uzi Vert,3260677
X,Lil Uzi Vert,3160793
Body Like A Back Road,Sam Hunt,3058763
Revenge,XXXTENTACION,3018811
LOVE. FEAT. ZACARI.,Kendrick Lamar,2910381
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2908163
Mask Off,Future,2899223
444+222,Lil Uzi Vert,2767543
Shape of You,Ed Sheeran,2755141
The Race,Tay-K,2718638
2U (feat. Justin Bieber),David Guetta,2651942
Fetish (feat. Gucci Mane),Selena Gomez,2641396
Perplexing Pegasus,Rae Sremmurd,2610066
OMG,Camila Cabello,2597163
That's What I Like,Bruno Mars,2550658
Lonely Together (feat. Rita Ora),Avicii,2486082
Depression & Obsession,XXXTENTACION,2477054
What About Us,P!nk,2471311
Carry On,XXXTENTACION,2447589
iSpy (feat. Lil Yachty),KYLE,2403943
Would You Ever,Skrillex,2366487
Unforgettable,Thomas Rhett,2327173
Slide (feat. Frank Ocean & Migos),Calvin Harris,2318300
Questions,Chris Brown,2245378
Save Me,XXXTENTACION,2220374
Relationship (feat. Future),Young Thug,2183401
Signs,Drake,2180348
do re mi (feat. Gucci Mane),blackbear,2165317
Passionfruit,Drake,2164614
More Than You Know,Axwell /\ Ingrosso,2155576
No Complaints,Metro Boomin,2147612
Bad and Boujee (feat. Lil Uzi Vert),Migos,2107810
Stay (with Alessia Cara),Zedd,2087479
Look At Me!,XXXTENTACION,2083402
Rich Love (with Seeb),OneRepublic,2079739
Bounce Back,Big Sean,2058762
Tunnel Vision,Kodak Black,2041957
Without You (feat. Sandro Cavazza),Avicii,2037968
Transportin',Kodak Black,2011406
Say You Won't Let Go,James Arthur,2000409
T-Shirt,Migos,1994502
Something Just Like This,The Chainsmokers,1940139
The Weekend,SZA,1928552
Dark Queen,Lil Uzi Vert,1916527
What Ifs,Kane Brown,1909766
do re mi,blackbear,1899668
Small Town Boy,Dustin Lynch,1875437
4 AM,2 Chainz,1864342
Mama,Jonas Blue,1855636
Closer,The Chainsmokers,1852615
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,1847689
Now Or Never,Halsey,1847114
If I'm Lucky,Jason Derulo,1839946
Broccoli (feat. Lil Yachty),DRAM,1831066
Issues,Julia Michaels,1819279
UnFazed (feat. The Weeknd),Lil Uzi Vert,1808667
Orlando,XXXTENTACION,1805969
Everybody,Logic,1785971
Go Flex,Post Malone,1780035
First Day Out,Tee Grizzley,1760663
Starboy,The Weeknd,1739702
Despacito (Featuring Daddy Yankee),Luis Fonsi,1733833
Ex Calling,6LACK,1731926
wokeuplikethis*,Playboi Carti,1726556
Portland,Drake,1716863
Candy Paint,Post Malone,1713640
Swang,Rae Sremmurd,1712372
Dead Inside (Interlude),XXXTENTACION,1708015
Money Longer,Lil Uzi Vert,1703226
Fake Love,Drake,1702613
Your Song,Rita Ora,1699344
Down,Fifth Harmony,1682069
No Promises (feat. Demi Lovato),Cheat Codes,1680868
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1678681
Rollin (feat. Future & Khalid),Calvin Harris,1677273
Caroline,Aminé,1661510
Most Girls,Hailee Steinfeld,1660230
Sky Walker (feat. Travis Scott),Miguel,1650411
beibs in the trap,Travis Scott,1640270
Saved,Khalid,1632183
White Iverson,Post Malone,1624794
8TEEN,Khalid,1622436
It Ain't Me (with Selena Gomez),Kygo,1611570
For Real,Lil Uzi Vert,1608988
Two®,Lil Uzi Vert,1603026
Felices los 4,Maluma,1600488
ELEMENT.,Kendrick Lamar,1598028
Everyday We Lit (feat. PnB Rock),YFN Lucci,1590776
Marmalade (feat. Lil Yachty),Macklemore,1590137
Hurricane,Luke Combs,1558376
X (feat. Future),21 Savage,1553529
Losin Control,Russ,1549737
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1541531
Bad Liar,Selena Gomez,1539886
pick up the phone,Young Thug,1521316
Why,Sabrina Carpenter,1509797
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,1501980
No Role Modelz,J. Cole,1501742
No Sleep Leak,Lil Uzi Vert,1496375
Plain Jane,A$AP Ferg,1481779
Love Scars,Trippie Redd,1478508
Heartache On The Dance Floor,Jon Pardi,1461541
One Dance,Drake,1453014
PRBLMS,6LACK,1450624
Myself,NAV,1449120
Feelings Mutual,Lil Uzi Vert,1446113
RAF,A$AP Mob,1445297
Provider,Frank Ocean,1431099
You Was Right,Lil Uzi Vert,1428245
Get Low (with Liam Payne),Zedd,1416691
Gucci Gang,Lil Pump,1415189
Audi.,Smokepurpp,1406142
Super Far,LANY,1394685
Ayala (Outro),XXXTENTACION,1392539
What They Want,Russ,1385944
Reggaetón Lento (Remix),CNCO,1382546
Rolex,Ayo & Teo,1379102
Craving You,Thomas Rhett,1371984
Gyalchester,Drake,1371115
Escápate Conmigo,Wisin,1370652
Neighbors,J. Cole,1368789
No Such Thing as a Broken Heart,Old Dominion,1367063
Me Rehúso,Danny Ocean,1352903
Patty Cake,Kodak Black,1349114
When It Rains It Pours,Luke Combs,1346563
Malibu,Miley Cyrus,1337855
In Case You Didn't Know,Brett Young,1334634
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1332985
Boss,Lil Pump,1322546
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,1313566
Tu Sabes Que Te Quiero,Chucho Flash,1298147
I Feel It Coming,The Weeknd,1287512
Numb,21 Savage,1285996
Tone It Down (feat. Chris Brown),Gucci Mane,1280242
Reminder,The Weeknd,1262495
Don't,Bryson Tiller,1250811
Pretty Mami,Lil Uzi Vert,1249426
D Rose,Lil Pump,1243813
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1227449
There for You,Martin Garrix,1225935
Starving,Hailee Steinfeld,1222388
From The D To The A (feat. Lil Yachty),Tee Grizzley,1220187
Flex Like Ouu,Lil Pump,1214802
'Till I Collapse,Eminem,1212162
Low Life,Future,1208654
Some Way,NAV,1203129
The Night We Met,Lord Huron,1201410
No Flockin,Kodak Black,1199156
Exchange,Bryson Tiller,1194485
24K Magic,Bruno Mars,1191248
American Teen,Khalid,1184044
Bank Account,21 Savage,8174720
Unforgettable,French Montana,7785427
XO TOUR Llif3,Lil Uzi Vert,7630397
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,6971940
Despacito - Remix,Luis Fonsi,6624185
HUMBLE.,Kendrick Lamar,6226986
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,5696920
Mi Gente,J Balvin,5650429
Sorry Not Sorry,Demi Lovato,5292303
Congratulations,Post Malone,5256395
Bodak Yellow,Cardi B,5226017
Young Dumb & Broke,Khalid,5049970
Strip That Down,Liam Payne,5011841
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,4968755
BUTTERFLY EFFECT,Travis Scott,4917246
Location,Khalid,4914628
Praying,Kesha,4723951
Redbone,Childish Gambino,4695769
Silence,Marshmello,4626716
Attention,Charlie Puth,4361207
1-800-273-8255,Logic,4140975
Believer,Imagine Dragons,4058131
Feel It Still,Portugal. The Man,4010416
Magnolia,Playboi Carti,4010269
goosebumps,Travis Scott,3970238
Love Galore (feat. Travis Scott),SZA,3956828
Slippery (feat. Gucci Mane),Migos,3882840
DNA.,Kendrick Lamar,3855926
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,3801459
Body Like A Back Road,Sam Hunt,3760335
Glorious (feat. Skylar Grey),Macklemore,3727083
2U (feat. Justin Bieber),David Guetta,3686669
New Rules,Dua Lipa,3613818
Slow Hands,Niall Horan,3598388
Fetish (feat. Gucci Mane),Selena Gomez,3586649
Thunder,Imagine Dragons,3532156
Mask Off,Future,3494771
Slide (feat. Frank Ocean & Migos),Calvin Harris,3402034
That's What I Like,Bruno Mars,3378141
I Like Me Better,Lauv,3300228
There's Nothing Holdin' Me Back,Shawn Mendes,3297704
LOVE. FEAT. ZACARI.,Kendrick Lamar,3289301
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3268875
It's A Vibe,2 Chainz,3263522
Rake It Up,Yo Gotti,3189308
Perplexing Pegasus,Rae Sremmurd,3186548
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3173574
Shape of You,Ed Sheeran,3168076
Signs,Drake,3042602
4 AM,2 Chainz,2865754
Havana,Camila Cabello,2836984
Stay (with Alessia Cara),Zedd,2537793
Passionfruit,Drake,2482189
Now Or Never,Halsey,2477813
iSpy (feat. Lil Yachty),KYLE,2477108
Would You Ever,Skrillex,2421088
Bad Liar,Selena Gomez,2394511
Lonely Together (feat. Rita Ora),Avicii,2388289
No Complaints,Metro Boomin,2381708
Rollin (feat. Future & Khalid),Calvin Harris,2295036
Most Girls,Hailee Steinfeld,2251534
More Than You Know,Axwell /\ Ingrosso,2188562
Something Just Like This,The Chainsmokers,2184255
Rich Love (with Seeb),OneRepublic,2119094
Bounce Back,Big Sean,2111877
Bad and Boujee (feat. Lil Uzi Vert),Migos,2088214
Unforgettable,Thomas Rhett,2040444
Say You Won't Let Go,James Arthur,2036303
Tunnel Vision,Kodak Black,2024498
Without You (feat. Sandro Cavazza),Avicii,2016784
OMG,Camila Cabello,2012349
Closer,The Chainsmokers,2003552
do re mi,blackbear,1992250
There for You,Martin Garrix,1981093
do re mi (feat. Gucci Mane),blackbear,1960457
wokeuplikethis*,Playboi Carti,1942038
Issues,Julia Michaels,1940632
Marmalade (feat. Lil Yachty),Macklemore,1937558
Despacito (Featuring Daddy Yankee),Luis Fonsi,1926922
Ex Calling,6LACK,1926349
Mama,Jonas Blue,1898884
Numb,21 Savage,1888992
Swang,Rae Sremmurd,1887926
T-Shirt,Migos,1886770
Portland,Drake,1885837
No Promises (feat. Demi Lovato),Cheat Codes,1852225
Broccoli (feat. Lil Yachty),DRAM,1834994
Caroline,Aminé,1827640
It Ain't Me (with Selena Gomez),Kygo,1776355
Small Town Boy,Dustin Lynch,1767240
What Ifs,Kane Brown,1740401
Fake Love,Drake,1736485
Starboy,The Weeknd,1735814
Down,Fifth Harmony,1735485
ELEMENT.,Kendrick Lamar,1733936
Your Song,Rita Ora,1732990
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1732897
Felices los 4,Maluma,1718433
Look At Me!,XXXTENTACION,1688869
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1651712
Everyday We Lit (feat. PnB Rock),YFN Lucci,1648606
Relationship (feat. Future),Young Thug,1641711
First Day Out,Tee Grizzley,1638768
Go Flex,Post Malone,1637886
pick up the phone,Young Thug,1632755
White Iverson,Post Malone,1632361
Hurricane,Luke Combs,1622607
Learn To Let Go,Kesha,1621509
What About Us,P!nk,1592013
beibs in the trap,Travis Scott,1580560
Met Gala (feat. Offset),Gucci Mane,1577580
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,1572291
Losin Control,Russ,1553631
The Weekend,SZA,1544741
Why,Sabrina Carpenter,1540018
Hymn,Kesha,1538509
Reminder - Remix,The Weeknd,1532642
Rolex,Ayo & Teo,1530120
Money Longer,Lil Uzi Vert,1526873
Malibu,Miley Cyrus,1516976
PRBLMS,6LACK,1509862
One Dance,Drake,1496577
X (feat. Future),21 Savage,1494923
No Role Modelz,J. Cole,1487483
Candy Paint,Post Malone,1482236
Craving You,Thomas Rhett,1474402
Woman,Kesha,1467381
Heartache On The Dance Floor,Jon Pardi,1466242
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1465434
Who Dat Boy,"Tyler, The Creator",1432427
Escápate Conmigo,Wisin,1431732
Gyalchester,Drake,1414377
Get Low (with Liam Payne),Zedd,1400682
What They Want,Russ,1398240
RAF,A$AP Mob,1395840
Neighbors,J. Cole,1390917
Saved,Khalid,1383637
In Case You Didn't Know,Brett Young,1381706
Audi.,Smokepurpp,1380239
All My Love (feat. Conor Maynard),Cash Cash,1374376
Super Far,LANY,1369663
Myself,NAV,1354965
Tone It Down (feat. Chris Brown),Gucci Mane,1337878
You Was Right,Lil Uzi Vert,1324153
Two High,Moon Taxi,1320987
24K Magic,Bruno Mars,1315723
8TEEN,Khalid,1313174
I Feel It Coming,The Weeknd,1308029
Castle on the Hill,Ed Sheeran,1299119
Something New (feat. Ty Dolla $ign),Wiz Khalifa,1294368
Dance with the Devil,Gucci Mane,1292429
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,1276536
Starving,Hailee Steinfeld,1274914
Low Life,Future,1264662
Paris,The Chainsmokers,1261481
Reminder,The Weeknd,1254867
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1254428
No Such Thing as a Broken Heart,Old Dominion,1252334
Black Beatles,Rae Sremmurd,1240226
The Night We Met,Lord Huron,1239329
Exchange,Bryson Tiller,1236450
Don't,Bryson Tiller,1232440
Run Me Dry,Bryson Tiller,1227144
The Race,Tay-K,1220537
From The D To The A (feat. Lil Yachty),Tee Grizzley,1215209
Don't Let Me Down,The Chainsmokers,1205586
Let 'Em Talk,Kesha,1202702
'Till I Collapse,Eminem,1199823
See You Again,"Tyler, The Creator",1198136
Do I Make You Wanna,Billy Currington,1197482
Some Way,NAV,1195443
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1194391
Sign of the Times,Harry Styles,1178457
Symphony (feat. Zara Larsson),Clean Bandit,1176560
Crying in the Club,Camila Cabello,1169366
No Heart,21 Savage,1165794
Rainbow,Kesha,1158172
Angel,Fifth Harmony,1157188
Patty Cake,Kodak Black,1156574
No Flockin,Kodak Black,1154461
Moves,Big Sean,1154320
Everybody,Logic,1145399
Me Rehúso,Danny Ocean,1145208
911 / Mr. Lonely,"Tyler, The Creator",1140181
Chill Bill,Rob $tone,1139738
Sway (feat. Quavo & Lil Yachty),NexXthursday,1123414
Love On The Brain,Rihanna,1118166
Gassed Up,Nebu Kiniza,1118075
Galway Girl,Ed Sheeran,1106449
Weak,AJR,1105209
Perfect,Ed Sheeran,1104893
Selfish,PnB Rock,1104322
Up,NAV,1104043
When It Rains It Pours,Luke Combs,1101646
Get Right Witcha,Migos,1098650
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1095141
Hometown Girl,Josh Turner,1093065
Immortal,J. Cole,1084895
H.O.L.Y.,Florida Georgia Line,1081046
Nobody Else But You,Trey Songz,1079990
rockstar,Post Malone,11780830
Gucci Gang,Lil Pump,7675062
I Fall Apart,Post Malone,6929918
Ric Flair Drip (& Metro Boomin),Offset,6517305
All I Want for Christmas Is You,Mariah Carey,6487178
Candy Paint,Post Malone,6324550
No Limit,G-Eazy,6048045
Him & I,G-Eazy,5768550
Havana,Camila Cabello,5734332
Too Good At Goodbyes,Sam Smith,5422626
Let You Down,NF,5325337
XO TOUR Llif3,Lil Uzi Vert,5275038
Bank Account,21 Savage,5262314
Plain Jane,A$AP Ferg,5047011
Wolves,Selena Gomez,4896792
MotorSport,Migos,4874323
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,4834275
PICK IT UP (feat. A$AP Rocky),Famous Dex,4800762
1-800-273-8255,Logic,4784328
Congratulations,Post Malone,4617229
Perfect,Ed Sheeran,4523970
Go Legend (& Metro Boomin),Big Sean,4522767
HUMBLE.,Kendrick Lamar,4491737
Young Dumb & Broke,Khalid,4397009
New Rules,Dua Lipa,4217557
Betrayed,Lil Xan,4186769
What Lovers Do (feat. SZA),Maroon 5,4073452
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4063291
Rockin' Around The Christmas Tree - Single Version,Brenda Lee,4015986
Silence,Marshmello,4010867
I Get The Bag (feat. Migos),Gucci Mane,3999910
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,3884954
Bodak Yellow,Cardi B,3865390
Bad At Love,Halsey,3805510
Codeine Dreaming (feat. Lil Wayne),Kodak Black,3792985
Sky Walker (feat. Travis Scott),Miguel,3785495
LOVE. FEAT. ZACARI.,Kendrick Lamar,3739210
BUTTERFLY EFFECT,Travis Scott,3653204
Roll In Peace (feat. XXXTENTACION),Kodak Black,3633207
Ghostface Killers,21 Savage,3609134
goosebumps,Travis Scott,3531858
Jocelyn Flores,XXXTENTACION,3484304
Last Christmas,Wham!,3465258
Location,Khalid,3449269
Unforgettable,French Montana,3422863
Wanted You (feat. Lil Uzi Vert),NAV,3383301
It's the Most Wonderful Time of the Year,Andy Williams,3337534
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,3337336
Thunder,Imagine Dragons,3270348
Fuck Love (feat. Trippie Redd),XXXTENTACION,3219911
Jingle Bell Rock,Anita Kerr Singers,3209742
Sorry Not Sorry,Demi Lovato,3148248
A Holly Jolly Christmas - Single Version,Burl Ives,3075880
Pull Up N Wreck (& Metro Boomin),Big Sean,2998285
Never Be the Same,Camila Cabello,2972859
Slippery (feat. Gucci Mane),Migos,2886018
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2833634
Rubbin Off The Paint,YBN Nahmir,2797281
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2791586
White Christmas,Bing Crosby,2692810
GUMMO,6ix9ine,2664921
Christmas Time Is Here - Vocal,Vince Guaraldi Trio,2650390
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,2648753
DNA.,Kendrick Lamar,2644040
So Good (& Metro Boomin),Big Sean,2630233
How Long,Charlie Puth,2610137
Go Flex,Post Malone,2563400
Shape of You,Ed Sheeran,2561299
Redbone,Childish Gambino,2488218
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,2478372
Dusk Till Dawn - Radio Edit,ZAYN,2447575
The Christmas Song (Merry Christmas To You),Nat King Cole,2433028
Feel It Still,Portugal. The Man,2391926
I Miss You (feat. Julia Michaels),Clean Bandit,2391294
Believer,Imagine Dragons,2359157
Rake It Up,Yo Gotti,2347216
Do They Know It's Christmas? - 1984 Version,Band Aid,2343656
Look What You Made Me Do,Taylor Swift,2333534
Blue Christmas,Elvis Presley,2332744
Real Friends,Camila Cabello,2316699
Love Galore (feat. Travis Scott),SZA,2294237
Winter Wonderland,Bing Crosby,2256373
End Game,Taylor Swift,2246571
...Ready For It?,Taylor Swift,2229105
Mask Off,Future,2228414
Carol of the Bells,Mykola Dmytrovych Leontovych,2213873
Magnolia,Playboi Carti,2183809
Losin Control,Russ,2172165
Body Like A Back Road,Sam Hunt,2168128
KOODA,6ix9ine,2161575
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,2154071
Feliz Navidad,José Feliciano,2148960
White Iverson,Post Malone,2141071
Relationship (feat. Future),Young Thug,2133449
Despacito - Remix,Luis Fonsi,2122466
It's Beginning to Look a Lot Like Christmas,Michael Bublé,2112845
Échame La Culpa,Luis Fonsi,2112068
The Race,Tay-K,2081592
Wait,Maroon 5,2076480
Santa Tell Me,Ariana Grande,2073850
Transportin',Kodak Black,2057420
Sauce It Up,Lil Uzi Vert,2055602
iSpy (feat. Lil Yachty),KYLE,2047555
Attention,Charlie Puth,2033723
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,2026211
Mi Gente,J Balvin,2021973
Havana - Remix,Camila Cabello,1997412
New Freezer (feat. Kendrick Lamar),Rich The Kid,1988428
Santa Baby (with Henri René & His Orchestra),Eartha Kitt,1975874
Say You Won't Let Go,James Arthur,1968917
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1967138
Everybody Dies In Their Nightmares,XXXTENTACION,1951012
The Weekend,SZA,1950238
Big Bidness (& Metro Boomin),Big Sean,1941976
Run Rudolph Run - Single Version,Chuck Berry,1933214
Mistletoe,Justin Bieber,1932874
It's A Vibe,2 Chainz,1924796
Man's Not Hot,Big Shaq,1917207
Passionfruit,Drake,1913825
Bad and Boujee (feat. Lil Uzi Vert),Migos,1891092
Bounce Back,Big Sean,1884541
That's What I Like,Bruno Mars,1871302
Tunnel Vision,Kodak Black,1863372
Tip Toe (feat. French Montana),Jason Derulo,1844298
Untouchable,Eminem,1826676
Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,1822908
Who's Stopping Me (& Metro Boomin),Big Sean,1821219
"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,1809833
Rudolph The Red-Nosed Reindeer,Burl Ives,1795970
Strip That Down,Liam Payne,1792548
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1792299
Tell Me You Love Me,Demi Lovato,1783303
Sensualidad,Bad Bunny,1777992
No Role Modelz,J. Cole,1766300
What Ifs,Kane Brown,1756229
Hallelujah,Pentatonix,1756169
The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,1755163
Gorgeous,Taylor Swift,1748457
Happy Xmas (War Is Over) - Remastered,John Lennon,1737477
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,1710872
Praying,Kesha,1707231
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1702936
Little Saint Nick - 1991 Remix,The Beach Boys,1690029
Look At Me!,XXXTENTACION,1687298
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,1685330
Slow Hands,Niall Horan,1674431
I Like Me Better,Lauv,1672336
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1665093
My Dawg,Quality Control,1664459
wokeuplikethis*,Playboi Carti,1659403
Silver Bells,Dean Martin,1654881
T-Shirt,Migos,1647827
Danger (with Migos & Marshmello),Migos,1639314
beibs in the trap,Travis Scott,1627671
do re mi,blackbear,1615542
Save That Shit,Lil Peep,1612728
Something Just Like This,The Chainsmokers,1612453
Starboy,The Weeknd,1609233
Stargazing,Kygo,1604943
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,1586800
Delicate,Taylor Swift,1575629
Caroline,Aminé,1573753
I Did Something Bad,Taylor Swift,1570069
Sober,G-Eazy,1564035
Call It What You Want,Taylor Swift,1549896
Savage Time (& Metro Boomin),Big Sean,1549127
Closer,The Chainsmokers,1547534
PRBLMS,6LACK,1544537
First Day Out,Tee Grizzley,1538447
No Option,Post Malone,1531446
Good Old Days (feat. Kesha),Macklemore,1522983
Lonely Together (feat. Rita Ora),Avicii,1517460
"Mary, Did You Know?",Pentatonix,1515089
Fake Love,Drake,1510314
Don’t Blame Me,Taylor Swift,1508466
Glorious (feat. Skylar Grey),Macklemore,1504887
Die For You,The Weeknd,1495068
There's Nothing Holdin' Me Back,Shawn Mendes,1494269
Issues,Julia Michaels,1480747
Broccoli (feat. Lil Yachty),DRAM,1479005
Myself,NAV,1464100
Don't,Bryson Tiller,1463832
Pray,Sam Smith,1460289
Walk On Water (feat. Beyoncé),Eminem,1459316
Anywhere,Rita Ora,1449197
Ice Tray,Quality Control,1443054
Unforgettable,Thomas Rhett,1441814
Love Scars,Trippie Redd,1439069
X (feat. Future),21 Savage,1434170
Slide (feat. Frank Ocean & Migos),Calvin Harris,1424977
Exchange,Bryson Tiller,1424855
Even The Odds (& Metro Boomin),Big Sean,1422376
Do You Hear What I Hear?,Bing Crosby,1420556
Stay (with Alessia Cara),Zedd,1414588
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,1411656
Portland,Drake,1404284
Swang,Rae Sremmurd,1399555
Mistletoe And Holly - Remastered 1999,Frank Sinatra,1396240
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1394839
Money Longer,Lil Uzi Vert,1393877
HUMBLE.,Kendrick Lamar,14685844
Mask Off,Future,12264148
XO TOUR Llif3,Lil Uzi Vert,9921971
Passionfruit,Drake,9384660
Shape of You,Ed Sheeran,8468722
iSpy (feat. Lil Yachty),KYLE,8301237
That's What I Like,Bruno Mars,8188089
Something Just Like This,The Chainsmokers,7781762
Portland,Drake,7264960
Tunnel Vision,Kodak Black,7060393
Location,Khalid,6435681
Congratulations,Post Malone,6429985
Stay (with Alessia Cara),Zedd,6394192
Paris,The Chainsmokers,6069980
It Ain't Me (with Selena Gomez),Kygo,5904205
Sign of the Times,Harry Styles,5627296
Slide (feat. Frank Ocean & Migos),Calvin Harris,5600663
The One,The Chainsmokers,5264602
Issues,Julia Michaels,5229713
Bounce Back,Big Sean,5107764
Bad and Boujee (feat. Lil Uzi Vert),Migos,4851220
Body Like A Back Road,Sam Hunt,4799337
Gyalchester,Drake,4787933
T-Shirt,Migos,4618691
Fake Love,Drake,4544467
Selfish (feat. Rihanna),Future,4449591
Swang,Rae Sremmurd,4406864
Look At Me!,XXXTENTACION,4391446
Now Or Never,Halsey,4079102
goosebumps,Travis Scott,3991689
Blem,Drake,3873157
Free Smoke,Drake,3641594
Believer,Imagine Dragons,3613213
Break Up Every Night,The Chainsmokers,3589115
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3480117
Closer,The Chainsmokers,3456362
Galway Girl,Ed Sheeran,3406927
Rolex,Ayo & Teo,3387218
Starboy,The Weeknd,3336231
Cold,Maroon 5,3300144
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3234587
Everybody,Logic,3192963
Say You Won't Let Go,James Arthur,3175164
I Feel It Coming,The Weeknd,3123914
Teenage Fever,Drake,3062266
Redbone,Childish Gambino,3024129
Moves,Big Sean,2976931
Symphony (feat. Zara Larsson),Clean Bandit,2929679
Scared to Be Lonely,Martin Garrix,2792500
Call On Me - Ryan Riback Extended Remix,Starley,2731607
Broccoli (feat. Lil Yachty),DRAM,2696984
Caroline,Aminé,2689712
Green Light,Lorde,2686083
All Night (feat. Knox Fortune),Chance the Rapper,2657976
The Heart Part 4,Kendrick Lamar,2569348
Sacrifices,Drake,2549980
Don't Say,The Chainsmokers,2529653
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2509867
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,2443151
Bloodstream,The Chainsmokers,2439797
X (feat. Future),21 Savage,2420643
Get It Together,Drake,2405808
Weak,AJR,2359229
My Type,The Chainsmokers,2358513
Everyday,Ariana Grande,2284137
One Dance,Drake,2267888
Honest,The Chainsmokers,2255350
"How Far I'll Go - From ""Moana""",Alessia Cara,2229898
Last Day Alive,The Chainsmokers,2213751
Despacito (Featuring Daddy Yankee),Luis Fonsi,2205760
Black Beatles,Rae Sremmurd,2183407
