track_name,artist_name,released_on,streams,bb_hot_100_peak,sp_top_200_peak,genres,artist_popularity,artist_followers,month_released
Treat You Better,Shawn Mendes,2017-04-20,24448397,23,47,canadian pop dance pop pop post-teen pop viral pop,91,16547886,4
Trip,Ella Mai,2018-10-12,67973206,11,39,pop r&b uk contemporary r&b,80,1562335,10
Truth Hurts,Lizzo,2019-05-03,11108828,50,8,dance pop escape room minnesota hip hop pop trap queen,84,334762,5
Try Me,The Weeknd,2018-03-30,27838263,26,3,canadian contemporary r&b canadian pop pop rap,91,15691953,3
Tunnel Vision,Kodak Black,2017-03-31,173364161,6,5,miami hip hop rap trap music,88,4655966,3
Twerk (feat. Cardi B),City Girls,2018-11-16,14351533,29,128,pop r&b trap queen,75,271862,11
Two Ghosts,Harry Styles,2017-05-12,3315972,80,88,dance pop pop post-teen pop,76,4330310,5
Two High,Moon Taxi,2018-01-19,12001227,80,122,indie pop indie poptimism modern rock,62,114238,1
Two®,Billie Eilish,2019-03-29,5032875,80,52,electropop pop,100,7491015,3
UnFazed (feat. The Weeknd),Lil Uzi Vert,2017-08-25,7900169,84,57,philly rap rap trap music,90,6283576,8
Undecided,Chris Brown,2019-01-04,11023135,35,127,dance pop pop pop rap r&b rap,90,8587192,1
Undefeated (feat. 21 Savage),A Boogie Wit da Hoodie,2017-09-29,10753517,84,81,rap trap music,89,2873724,9
Undrunk,FLETCHER,2019-01-25,16105676,61,82,dance pop electropop indie cafe pop indie poptimism pop post-teen pop,71,80881,1
Unforgettable,French Montana,2017-07-14,345409779,3,1,hip hop pop pop rap rap southern hip hop trap music,85,2694824,7
Unica,Ozuna,2018-08-24,1804105,72,138,reggaeton trap latino,95,16444709,8
Unsteady,X Ambassadors,2015-06-30,4031182,39,188,modern alternative rock modern rock pop pop rock stomp pop,77,1540309,6
Untouchable,YoungBoy Never Broke Again,2017-05-31,4092927,86,86,trap music,85,2483145,5
Up Down (feat. Florida Georgia Line),Morgan Wallen,2018-04-27,3018202,49,180,contemporary country country road deep talent show modern country rock,74,150896,4
Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,2018-11-06,2766436,100,73,hip hop pop pop rap rap southern hip hop trap music,85,1259993,11
Uproar,Lil Wayne,2018-09-28,56791185,7,4,hip hop new orleans rap pop pop rap rap trap music,91,7813752,9
Uptown Vibes (feat. Fabolous & Anuel AA),Meek Mill,2018-11-30,11566712,39,37,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138303,11
Used 2,Zac Brown Band,2018-11-09,4296113,78,45,contemporary country country country road modern country rock,77,1486404,11
Vaina Loca,Ozuna,2018-08-24,23587842,94,69,reggaeton trap latino,95,16444709,8
Venom - Music From The Motion Picture,Eminem,2018-08-31,30009017,43,21,detroit hip hop g funk hip hop rap,94,26562349,8
Vertigo,Khalid,2018-10-19,6582143,89,27,pop,97,6290480,10
Violent Crimes,Kanye West,2018-06-01,17050953,27,9,chicago rap pop rap rap,91,9674775,6
WAKA (feat. A Boogie Wit da Hoodie),6ix9ine,2018-11-27,19363454,51,19,emo rap,87,3900902,11
Wait,Kehlani,2019-02-22,49902551,24,47,dance pop pop post-teen pop r&b,83,2410329,2
Wait (feat. A Boogie Wit da Hoodie),Maroon 5,2018-01-26,8912785,24,107,pop,89,17943313,1
Waiting For Love,Avicii,2015-10-02,2736246,24,79,big room dance pop edm pop,90,13245074,10
Waiting Room,Fugazi,1989-01-01,1396261,24,166,alternative rock emo experimental rock garage rock grunge indie rock lo-fi math rock new wave noise pop noise rock post-hardcore post-punk punk,56,214035,1
Wake Up Alone,The Chainsmokers,2017-04-07,1948745,30,99,dance pop edm electropop pop tropical house,89,12074119,4
Wake Up Where You Are,State of Sound,2016-09-30,1029544,30,180,deep tropical house swedish tropical house tropical house,58,25616,9
Wake Up in the Sky,Gucci Mane,2018-09-14,165538524,30,6,atl hip hop dirty south rap hip hop pop pop rap rap southern hip hop trap music,87,2681382,9
Walk It Talk It,Migos,2018-01-26,168702373,10,6,atl hip hop pop pop rap rap southern hip hop trap music,87,8747515,1
Walk Me Home,P!nk,2019-02-20,18745992,49,104,dance pop pop post-teen pop r&b,88,6308358,2
Walk On Water,Thirty Seconds To Mars,2018-04-06,2563127,14,190,modern rock pop nacional pop punk post-grunge rock,73,2213351,4
Walk On Water (feat. Beyoncé),Eminem,2017-12-15,17321046,14,11,detroit hip hop g funk hip hop rap,94,26562349,12
Want You Back,The Jackson 5,1993-01-01,10000928,61,53,adult standards christmas motown,72,742572,1
Warm It Up,Logic,2018-03-09,6680134,98,29,conscious hip hop dmv rap hip hop pop rap rap,90,3630305,3
Wassup,Logic,2018-03-09,8757382,83,23,conscious hip hop dmv rap hip hop pop rap rap,90,3630305,3
Waste It On Me (feat. BTS),Steve Aoki,2018-10-25,10564496,89,67,big room dance pop edm electro house pop tropical house,82,3074289,10
Wasted (feat. Lil Uzi Vert),Juice WRLD,2018-12-10,98910010,67,20,chicago rap,93,4166468,12
Wasted Times,The Weeknd,2018-03-30,33452803,27,4,canadian contemporary r&b canadian pop pop rap,91,15691953,3
Wasted Times,The Weeknd,2018-03-30,33452803,67,4,canadian contemporary r&b canadian pop pop rap,91,15691953,3
Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,2018-05-04,49207093,16,8,pop pop rap rap,94,5536216,5
Water,Mustard,2019-01-16,37441964,80,58,cali rap hip hop pop pop rap rap southern hip hop trap music,80,383415,1
Water Under the Bridge,Adele,2016-06-24,21915710,80,53,british soul pop uk pop,85,15537313,6
Weak,AJR,2016-09-16,68065421,73,30,modern rock pop,80,752400,9
What About Me (feat. Sosamann),Lil Wayne,2018-09-28,15257031,24,9,hip hop new orleans rap pop pop rap rap trap music,91,7813752,9
What About Us,P!nk,2017-10-13,28586704,13,49,dance pop pop post-teen pop r&b,88,6308358,10
What Do I Know?,Ed Sheeran,2017-03-03,13504764,83,24,pop uk pop,93,43876365,3
What Ifs,Kane Brown,2016-12-02,90256100,26,50,contemporary country country road,79,1481551,12
What Lovers Do (feat. SZA),Maroon 5,2018-06-15,107564056,9,12,pop,89,17943313,6
What They Want,Russ,2017-05-05,67911006,98,117,pop rap,84,2259584,5
What Would Meek Do?,Pusha T,2018-05-25,4502663,75,61,gangster rap hip hop pop rap rap southern hip hop trap music underground hip hop,75,1273324,5
What's Free (feat. Rick Ross & Jay Z),Meek Mill,2018-11-30,4163905,20,41,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138303,11
Whatever It Takes,Imagine Dragons,2017-06-23,43287482,12,49,modern rock rock,91,18576778,6
Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,2017-07-21,5462612,51,105,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138303,7
When It Rains It Pours,Luke Combs,2017-06-02,56459237,33,123,contemporary country country road,82,1196270,6
Whip (feat. Travis Scott),2 Chainz,2019-03-01,7404558,75,46,atl hip hop hip hop pop pop rap rap southern hip hop trap music,86,4485183,3
Whippin (feat. Felix Snow),Kiiara,2017-04-12,11826538,75,83,dance pop electropop indie poptimism pop post-teen pop,72,555532,4
Whiskey Glasses,Morgan Wallen,2018-04-27,13444017,28,129,contemporary country country road deep talent show modern country rock,74,150896,4
White Christmas,Bing Crosby,1942-01-01,32836797,34,31,adult standards christmas easy listening lounge,57,224704,1
White Sand,Migos,2018-01-26,5723637,64,38,atl hip hop pop pop rap rap southern hip hop trap music,87,8747515,1
Who Dat Boy,"Tyler, The Creator",2017-07-21,14463050,87,47,hip hop rap,81,2703830,7
Who Do You Love,The Chainsmokers,2019-04-26,28865962,52,33,dance pop edm electropop pop tropical house,89,12074119,4
Who Do You Love (with 5 Seconds of Summer),The Chainsmokers,2019-04-26,6795551,52,80,dance pop edm electropop pop tropical house,89,12074119,4
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-06-22,129942058,2,3,dance pop hip hop miami hip hop pop pop rap r&b rap southern hip hop trap music,79,3887499,6
Wins & Losses,Meek Mill,2017-08-04,1237612,79,184,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138303,8
Wit It,A Boogie Wit da Hoodie,2018-12-21,1951147,75,138,rap trap music,89,2873724,12
Without Me,Halsey,2018-10-04,210398565,1,5,dance pop electropop etherpop indie poptimism pop post-teen pop,92,6112029,10
Without Me (with Juice WRLD),Halsey,2019-01-09,4018267,1,108,dance pop electropop etherpop indie poptimism pop post-teen pop,92,6112029,1
Wolves,Selena Gomez,2017-10-25,96467438,20,5,dance pop pop post-teen pop,89,14930825,10
Woman,Ariana Grande,2018-08-17,4782657,96,93,dance pop pop post-teen pop,97,29083708,8
Woman Like Me (feat. Nicki Minaj),Little Mix,2018-10-12,21205848,96,52,dance pop girl group pop post-teen pop r&b talent show uk pop,83,5794700,10
"Woman, Amen",Dierks Bentley,2018-06-08,1386169,53,199,contemporary country country country road modern country rock,74,1774412,6
"Woman, Amen",Dierks Bentley,2018-06-08,1386169,96,199,contemporary country country country road modern country rock,74,1774412,6
Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,1980-05-16,9024264,47,90,album rock art rock classic rock folk rock mellow gold rock soft rock,75,2174721,5
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,1980-05-16,17984966,47,27,album rock art rock classic rock folk rock mellow gold rock soft rock,75,2174721,5
Word On The Street,Lil Baby,2018-11-30,2264036,98,136,atl hip hop atl trap rap trap music,88,2073903,11
Worth It,YK Osiris,2019-02-08,20177738,52,83,deep pop r&b trap music,74,179174,2
Wouldn't Leave,Kanye West,2018-06-01,15638257,24,6,chicago rap pop rap rap,91,9674775,6
Wow.,Post Malone,2018-12-24,188978272,2,2,pop rap,96,13676423,12
Wow. - Remix,Post Malone,2019-03-15,18100182,2,75,pop rap,96,13676423,3
X,Lil Nas X,2019-04-05,63860140,36,31,country rap,90,212480,4
X (feat. Future),21 Savage,2016-07-15,113579299,36,17,atl hip hop rap trap music,90,6057551,7
X (with 2 Chainz & Saudi),Kendrick Lamar,2018-02-09,41594283,36,9,conscious hip hop hip hop pop rap rap west coast rap,90,12383502,2
X - Remix,Lil Nas X,2019-04-05,13045370,36,83,country rap,90,212480,4
X Men,Lil Yachty,2017-05-26,1321079,36,163,atl hip hop pop rap rap southern hip hop trap music,85,4948347,5
XO TOUR Llif3,Lil Uzi Vert,2017-08-25,507217169,7,2,philly rap rap trap music,90,6283577,8
XO TOUR Llif3,Lil Uzi Vert,2017-08-25,507217169,36,2,philly rap rap trap music,90,6283577,8
XXX. FEAT. U2.,Kendrick Lamar,2017-04-14,40944466,33,8,conscious hip hop hip hop pop rap rap west coast rap,90,12383502,4
XXX. FEAT. U2.,Kendrick Lamar,2017-04-14,40944466,36,8,conscious hip hop hip hop pop rap rap west coast rap,90,12383502,4
Yacht Club (feat. Juice WRLD),Lil Yachty,2018-10-19,6656125,91,62,atl hip hop pop rap rap southern hip hop trap music,85,4948347,10
Yes Indeed,Lil Baby,2018-05-18,249170210,6,2,atl hip hop atl trap rap trap music,88,2073903,5
Yikes,Kanye West,2018-06-01,37166658,8,3,chicago rap pop rap rap,91,9674775,6
You & Me,Lifehouse,2005-03-22,6588649,58,148,alternative metal neo mellow pop rock post-grunge,69,1154261,3
You Broke Up with Me,Walker Hayes,2017-01-27,5376188,58,175,contemporary country country country pop country road modern country rock,63,151424,1
You Can Cry,Marshmello,2018-05-04,1812190,58,138,brostep egyptian pop progressive electro house,92,11832632,5
You Da Baddest,Future,2017-07-27,2848371,38,96,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772830,7
You Da Baddest,Future,2017-07-27,2848371,58,96,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772830,7
You Don't Know Me - Radio Edit,Jonas Blue,2017-07-14,9093627,58,130,dance pop edm pop tropical house uk dance,85,1897710,7
You Got It,John Gurney,2019-01-07,1461398,58,144,country pop,59,2688,1
You Make It Easy,Jason Aldean,2018-01-26,65848612,28,84,contemporary country country country road,79,3024339,1
You Make It Easy,Jason Aldean,2018-01-26,65848612,58,84,contemporary country country country road,79,3024339,1
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,2017-10-06,1951073,58,170,australian pop dance pop europop hip pop pop pop rock post-teen pop r&b,74,3007938,10
You Owe Me,The Chainsmokers,2018-12-14,9989392,58,61,dance pop edm electropop pop tropical house,89,12074119,12
You Say,Lauren Daigle,2018-09-07,11729923,29,138,ccm christian music worship,76,786713,9
You Say,Lauren Daigle,2018-09-07,11729923,58,138,ccm christian music worship,76,786713,9
You Was Right,Lil Uzi Vert,2016-05-27,78794477,40,28,philly rap rap trap music,90,6283577,5
You Was Right,Lil Uzi Vert,2016-05-27,78794477,58,28,philly rap rap trap music,90,6283577,5
You're Gonna Live Forever in Me,John Mayer,2017-04-14,1024988,58,196,neo mellow pop pop rock singer-songwriter,87,3692730,4
Young,Khalid,2017-04-27,2041862,58,89,pop,97,6290481,4
Young And Menace,Fall Out Boy,2018-01-19,1521262,58,144,emo modern rock pop punk,85,6386267,1
Young Dumb & Broke,Khalid,2017-04-27,307653416,18,6,pop,97,6290481,4
Young Dumb & Broke,Khalid,2017-04-27,307653416,58,6,pop,97,6290481,4
Youngblood,5 Seconds of Summer,2018-06-15,182879521,7,17,boy band dance pop pop post-teen pop,86,4571583,6
Youngblood,5 Seconds of Summer,2018-06-15,182879521,58,17,boy band dance pop pop post-teen pop,86,4571583,6
Younger Now,Miley Cyrus,2017-09-29,1398830,58,139,dance pop pop post-teen pop,84,8638328,9
Younger Now,Miley Cyrus,2017-09-29,1398830,79,139,dance pop pop post-teen pop,84,8638328,9
Your Song,Elton John,1970-04-10,27224161,58,80,glam rock mellow gold piano rock rock soft rock,83,2736638,4
Yours,Jason Mraz,2008-05-12,31069287,49,139,acoustic pop neo mellow pop pop rock viral pop,80,4406070,5
Yours,Jason Mraz,2008-05-12,31069287,58,139,acoustic pop neo mellow pop pop rock viral pop,80,4406070,5
Youth (feat. Khalid),Shawn Mendes,2018-05-25,10452441,58,40,canadian pop dance pop pop post-teen pop viral pop,91,16547891,5
Youth (feat. Khalid),Shawn Mendes,2018-05-25,10452441,65,40,canadian pop dance pop pop post-teen pop viral pop,91,16547891,5
Youth feat. Khalid,Shawn Mendes,2018-05-25,11150272,58,43,canadian pop dance pop pop post-teen pop viral pop,91,16547891,5
Youth feat. Khalid,Shawn Mendes,2018-05-25,11150272,65,43,canadian pop dance pop pop post-teen pop viral pop,91,16547891,5
Yuck,Logic,2018-03-09,8540753,87,26,conscious hip hop dmv rap hip hop pop rap rap,90,3630305,3
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-14,211075550,2,1,miami hip hop rap trap music,88,4655966,12
Zack And Codeine,Post Malone,2018-04-27,43297491,23,10,pop rap,96,13676424,4
Zoom,Trilla Kid,2018-10-15,3446306,99,66,,48,4082,10
iSpy (feat. Lil Yachty),KYLE,2016-12-02,256755926,4,2,pop pop rap rap trap music,78,717739,12
idontwannabeyouanymore,Billie Eilish,2017-12-22,101570721,96,48,electropop pop,100,7491024,12
whoa (mind in awe),XXXTENTACION,2018-12-07,59984619,37,2,emo rap miami hip hop,94,12748641,12
